Admin2,Combined Key,Country Region,Last Update,Lat,Long,Province State,Table Name,Active,Case Fatality Ratio,Confirmed,Deaths,Incident Rate,Recovered,Selector
Alger,"Alger, Michigan, US",US,5/1/2021,46.41292944,-86.60260122,Michigan,covid_3.csv,,1.209677419,496,6,5445.761967501,,6
Allegan,"Allegan, Michigan, US",US,5/1/2021,42.59147037,-85.89102866,Michigan,covid_3.csv,,1.261156383,10308,130,8729.600867201,,130
Alpena,"Alpena, Michigan, US",US,5/1/2021,45.03477666,-83.62212411,Michigan,covid_3.csv,,2.801932367,2070,58,7287.449392713,,58
Antrim,"Antrim, Michigan, US",US,5/1/2021,44.99690221,-85.15503082,Michigan,covid_3.csv,,1.768172888,1527,27,6546.904476076,,27
Arenac,"Arenac, Michigan, US",US,5/1/2021,44.0636262,-83.89277559,Michigan,covid_3.csv,,2.616822430,1070,28,7189.410737083,,28
Baraga,"Baraga, Michigan, US",US,5/1/2021,46.6720582,-88.36363591,Michigan,covid_3.csv,,4.970760234,684,34,8332.318187355,,34
Barry,"Barry, Michigan, US",US,5/1/2021,42.59513984,-85.30834519,Michigan,covid_3.csv,,1.129943503,5487,62,8914.703493095,,62
Bay,"Bay, Michigan, US",US,5/1/2021,43.70639106,-83.98731479,Michigan,covid_3.csv,,3.056188307,10536,322,10216.628202393,,322
Benzie,"Benzie, Michigan, US",US,5/1/2021,44.63899297,-86.01608482,Michigan,covid_3.csv,,2.622950820,1220,32,6867.049420241,,32
Berrien,"Berrien, Michigan, US",US,5/1/2021,41.95447397,-86.4131308,Michigan,covid_3.csv,,1.836245289,14595,268,9514.279567930,,268
Branch,"Branch, Michigan, US",US,5/1/2021,41.91600556,-85.05929476,Michigan,covid_3.csv,,2.056892779,4570,94,10501.643036055,,94
Calhoun,"Calhoun, Michigan, US",US,5/1/2021,42.24633834,-85.00493569,Michigan,covid_3.csv,,2.001637027,13439,269,10017.218375212,,269
Cass,"Cass, Michigan, US",US,5/1/2021,41.91522292,-85.99405727,Michigan,covid_3.csv,,1.422529796,5202,74,10044.991986406,,74
Charlevoix,"Charlevoix, Michigan, US",US,5/1/2021,45.37790017,-85.19614053,Michigan,covid_3.csv,,1.275510204,1568,20,5997.781432888,,20
Cheboygan,"Cheboygan, Michigan, US",US,5/1/2021,45.44787015,-84.50122149,Michigan,covid_3.csv,,2.267699115,1808,41,7153.030542807,,41
Chippewa,"Chippewa, Michigan, US",US,5/1/2021,46.29552653,-84.54353449,Michigan,covid_3.csv,,1.349641501,2371,32,6348.228868243,,32
Clare,"Clare, Michigan, US",US,5/1/2021,43.98794227,-84.8481986,Michigan,covid_3.csv,,3.272888103,2261,74,7305.331179321,,74
Clinton,"Clinton, Michigan, US",US,5/1/2021,42.94400871,-84.60145248,Michigan,covid_3.csv,,1.114014578,7271,81,9134.995916829,,81
Crawford,"Crawford, Michigan, US",US,5/1/2021,44.68255561,-84.61006219,Michigan,covid_3.csv,,1.181525242,931,11,6636.253474945,,11
Delta,"Delta, Michigan, US",US,5/1/2021,45.9048491,-86.9080745,Michigan,covid_3.csv,,2.291666667,3840,88,10731.052984574,,88
Dickinson,"Dickinson, Michigan, US",US,5/1/2021,46.00999672,-87.86961634,Michigan,covid_3.csv,,2.775693923,2666,74,10563.017552201,,74
Eaton,"Eaton, Michigan, US",US,5/1/2021,42.59599185,-84.83740035,Michigan,covid_3.csv,,1.907131012,9648,184,8749.591903363,,184
Emmet,"Emmet, Michigan, US",US,5/1/2021,45.52625509,-84.89083249,Michigan,covid_3.csv,,1.835273053,2234,41,6685.620230435,,41
Federal Correctional Institution (FCI),"Federal Correctional Institution (FCI), Michigan, US",US,5/1/2021,,,Michigan,covid_3.csv,,1.582278481,316,5,,,5
Genesee,"Genesee, Michigan, US",US,5/1/2021,43.02244215,-83.70589709,Michigan,covid_3.csv,,2.194998737,39590,869,9755.724927491,,869
Gladwin,"Gladwin, Michigan, US",US,5/1/2021,43.98901072,-84.38774817,Michigan,covid_3.csv,,2.292526364,2181,50,8570.081339149,,50
Gogebic,"Gogebic, Michigan, US",US,5/1/2021,46.40862701,-89.69377193,Michigan,covid_3.csv,,3.671071953,1362,50,9745.974955277,,50
Grand Traverse,"Grand Traverse, Michigan, US",US,5/1/2021,44.69565625,-85.55585247,Michigan,covid_3.csv,,1.429731925,6155,88,6612.023031970,,88
Gratiot,"Gratiot, Michigan, US",US,5/1/2021,43.29265605,-84.60505416,Michigan,covid_3.csv,,2.995453330,3739,112,9184.249957014,,112
Hillsdale,"Hillsdale, Michigan, US",US,5/1/2021,41.88753639,-84.59312019,Michigan,covid_3.csv,,2.027516293,4143,84,9084.530205021,,84
Houghton,"Houghton, Michigan, US",US,5/1/2021,46.89988536,-88.68495385,Michigan,covid_3.csv,,1.317089233,3037,40,8510.817172963,,40
Huron,"Huron, Michigan, US",US,5/1/2021,43.83353985,-83.04078453,Michigan,covid_3.csv,,1.819100556,3958,72,12775.572124851,,72
Ingham,"Ingham, Michigan, US",US,5/1/2021,42.59716886,-84.37472069,Michigan,covid_3.csv,,1.472081218,23640,348,8084.649425798,,348
Ionia,"Ionia, Michigan, US",US,5/1/2021,42.94502238,-85.07413319,Michigan,covid_3.csv,,1.344508469,5727,77,8852.033324575,,77
Iosco,"Iosco, Michigan, US",US,5/1/2021,44.35486835,-83.63484895,Michigan,covid_3.csv,,3.721682848,1854,69,7378.517132965,,69
Iron,"Iron, Michigan, US",US,5/1/2021,46.20974132,-88.53136251,Michigan,covid_3.csv,,5.064548163,1007,51,9099.945779866,,51
Isabella,"Isabella, Michigan, US",US,5/1/2021,43.64060976,-84.84664923,Michigan,covid_3.csv,,1.440576230,5831,84,8345.259903824,,84
Jackson,"Jackson, Michigan, US",US,5/1/2021,42.24807035,-84.42258681,Michigan,covid_3.csv,,1.749172689,14807,259,9341.366475301,,259
Kalamazoo,"Kalamazoo, Michigan, US",US,5/1/2021,42.24542231,-85.53038622,Michigan,covid_3.csv,,1.656612529,21550,357,8130.050628900,,357
Kalkaska,"Kalkaska, Michigan, US",US,5/1/2021,44.68512729,-85.09085699,Michigan,covid_3.csv,,2.005730659,1047,21,5804.412906087,,21
Kent,"Kent, Michigan, US",US,5/1/2021,43.03197711,-85.54934642,Michigan,covid_3.csv,,1.149779736,68100,783,10366.006804119,,783
Keweenaw,"Keweenaw, Michigan, US",US,5/1/2021,47.63197653,-88.41434263,Michigan,covid_3.csv,,1.162790698,172,2,8128.544423440,,2
Lake,"Lake, Michigan, US",US,5/1/2021,43.99050893,-85.802173,Michigan,covid_3.csv,,2.405498282,582,14,4910.149329284,,14
Lapeer,"Lapeer, Michigan, US",US,5/1/2021,43.09052506,-83.22153148,Michigan,covid_3.csv,,1.979286536,8690,172,9919.298686178,,172
Leelanau,"Leelanau, Michigan, US",US,5/1/2021,44.94430054,-85.80150326,Michigan,covid_3.csv,,1.427371956,1191,17,5473.094067368,,17
Lenawee,"Lenawee, Michigan, US",US,5/1/2021,41.89475156,-84.06603727,Michigan,covid_3.csv,,1.688808827,8882,150,9021.746858843,,150
Livingston,"Livingston, Michigan, US",US,5/1/2021,42.60302282,-83.91297209,Michigan,covid_3.csv,,1.075540934,15806,170,8232.506054845,,170
Luce,"Luce, Michigan, US",US,5/1/2021,46.47227431,-85.54471223,Michigan,covid_3.csv,,0.560224090,357,2,5731.257023599,,2
Mackinac,"Mackinac, Michigan, US",US,5/1/2021,46.07028979,-85.04980537,Michigan,covid_3.csv,,0.485436893,618,3,5722.752106677,,3
Macomb,"Macomb, Michigan, US",US,5/1/2021,42.69158356,-82.92752801,Michigan,covid_3.csv,,2.355652827,94581,2228,10821.971413272,,2228
Manistee,"Manistee, Michigan, US",US,5/1/2021,44.33352407,-86.05626916,Michigan,covid_3.csv,,1.858407080,1130,21,4601.351901621,,21
Marquette,"Marquette, Michigan, US",US,5/1/2021,46.4338914,-87.64043701,Michigan,covid_3.csv,,1.184640523,4896,58,7340.439886655,,58
Mason,"Mason, Michigan, US",US,5/1/2021,43.99509218,-86.24988902,Michigan,covid_3.csv,,1.605619669,1993,32,6838.457315399,,32
Mecosta,"Mecosta, Michigan, US",US,5/1/2021,43.64064262,-85.32463223,Michigan,covid_3.csv,,0.876306033,2967,26,6828.067106989,,26
Menominee,"Menominee, Michigan, US",US,5/1/2021,45.58038692,-87.55370409,Michigan,covid_3.csv,,2.001953125,2048,41,8990.342405619,,41
Michigan Department of Corrections (MDOC),"Michigan Department of Corrections (MDOC), Michigan, US",US,5/1/2021,,,Michigan,covid_3.csv,,0.580737612,26518,154,,,154
Midland,"Midland, Michigan, US",US,5/1/2021,43.64330771,-84.38804374,Michigan,covid_3.csv,,1.092198582,7050,77,8478.041271826,,77
Missaukee,"Missaukee, Michigan, US",US,5/1/2021,44.33772443,-85.09256478,Michigan,covid_3.csv,,1.633522727,1408,23,9313.401243551,,23
Monroe,"Monroe, Michigan, US",US,5/1/2021,41.92734151,-83.53749864,Michigan,covid_3.csv,,1.629986245,14540,237,9661.129568106,,237
Montcalm,"Montcalm, Michigan, US",US,5/1/2021,43.31082541,-85.15252824,Michigan,covid_3.csv,,1.846381093,5416,100,8477.335336839,,100
Montmorency,"Montmorency, Michigan, US",US,5/1/2021,45.0275929,-84.12696227,Michigan,covid_3.csv,,3.499079190,543,19,5821.183533448,,19
Muskegon,"Muskegon, Michigan, US",US,5/1/2021,43.29123859,-86.15176712,Michigan,covid_3.csv,,2.263888889,14400,326,8296.555777053,,326
Newaygo,"Newaygo, Michigan, US",US,5/1/2021,43.554374,-85.80070107,Michigan,covid_3.csv,,1.288426763,4424,57,9032.258064516,,57
Oakland,"Oakland, Michigan, US",US,5/1/2021,42.66090111,-83.38595416,Michigan,covid_3.csv,,1.973547788,110917,2189,8819.848216898,,2189
Oceana,"Oceana, Michigan, US",US,5/1/2021,43.64124435,-86.26726673,Michigan,covid_3.csv,,2.038461538,2600,53,9823.553859523,,53
Ogemaw,"Ogemaw, Michigan, US",US,5/1/2021,44.33481032,-84.12725175,Michigan,covid_3.csv,,2.312138728,1557,36,7415.345049293,,36
Ontonagon,"Ontonagon, Michigan, US",US,5/1/2021,46.6652262,-89.31390481,Michigan,covid_3.csv,,4.625550661,454,21,7937.062937063,,21
Osceola,"Osceola, Michigan, US",US,5/1/2021,43.98992088,-85.32566756,Michigan,covid_3.csv,,1.508379888,1790,27,7630.008525149,,27
Oscoda,"Oscoda, Michigan, US",US,5/1/2021,44.68192279,-84.12939244,Michigan,covid_3.csv,,4.088586031,587,24,7122.921975488,,24
Otsego,"Otsego, Michigan, US",US,5/1/2021,45.02085831,-84.59898295,Michigan,covid_3.csv,,1.640091116,2195,36,8898.167666613,,36
Ottawa,"Ottawa, Michigan, US",US,5/1/2021,42.95996803,-85.9969107,Michigan,covid_3.csv,,1.286488604,30626,394,10494.465956207,,394
Out of MI,"Out of MI, Michigan, US",US,5/1/2021,,,Michigan,covid_3.csv,,0.634584876,1891,12,,,12
Presque Isle,"Presque Isle, Michigan, US",US,5/1/2021,45.34018577,-83.91498656,Michigan,covid_3.csv,,3.205791107,967,31,7679.479034307,,31
Roscommon,"Roscommon, Michigan, US",US,5/1/2021,44.33473082,-84.61067651,Michigan,covid_3.csv,,2.606766500,1803,47,7506.557308797,,47
Saginaw,"Saginaw, Michigan, US",US,5/1/2021,43.33433923,-84.0513121,Michigan,covid_3.csv,,2.860759494,19750,565,10365.332031763,,565
Sanilac,"Sanilac, Michigan, US",US,5/1/2021,43.42406072,-82.82055898,Michigan,covid_3.csv,,2.509746589,4104,103,9968.423609424,,103
Schoolcraft,"Schoolcraft, Michigan, US",US,5/1/2021,46.19235734,-86.19972234,Michigan,covid_3.csv,,1.408450704,355,5,4385.964912281,,5
Shiawassee,"Shiawassee, Michigan, US",US,5/1/2021,42.953928,-84.14585902,Michigan,covid_3.csv,,1.598401598,6006,96,8816.535040075,,96
St. Clair,"St. Clair, Michigan, US",US,5/1/2021,42.92655373,-82.67937954,Michigan,covid_3.csv,,2.229924899,17310,386,10878.035292343,,386
St. Joseph,"St. Joseph, Michigan, US",US,5/1/2021,41.91441767,-85.52797979,Michigan,covid_3.csv,,1.612349914,5830,94,9563.020799160,,94
Tuscola,"Tuscola, Michigan, US",US,5/1/2021,43.46606813,-83.41897025,Michigan,covid_3.csv,,2.953743266,5383,159,10303.378313714,,159
Unassigned,"Unassigned, Michigan, US",US,5/1/2021,,,Michigan,covid_3.csv,,0,24,0,,,0
Van Buren,"Van Buren, Michigan, US",US,5/1/2021,42.25190229,-86.01939087,Michigan,covid_3.csv,,1.682048229,6718,113,8877.201791826,,113
Washtenaw,"Washtenaw, Michigan, US",US,5/1/2021,42.253105,-83.83853204,Michigan,covid_3.csv,,1.060223869,25372,269,6902.048688660,,269
Wayne,"Wayne, Michigan, US",US,5/1/2021,42.28098405,-83.281255,Michigan,covid_3.csv,,2.991303898,154782,4630,8848.007509105,,4630
Wexford,"Wexford, Michigan, US",US,5/1/2021,44.33853602,-85.57712739,Michigan,covid_3.csv,,1.414216598,2687,38,7989.652404032,,38
Aitkin,"Aitkin, Minnesota, US",US,5/1/2021,46.60962049,-93.4116826,Minnesota,covid_3.csv,,2.729340409,1319,36,8302.908221075,,36
Anoka,"Anoka, Minnesota, US",US,5/1/2021,45.27476015,-93.24604565,Minnesota,covid_3.csv,,1.064279498,40215,428,11267.199184133,,428
Becker,"Becker, Minnesota, US",US,5/1/2021,46.93479392,-95.67158144,Minnesota,covid_3.csv,,1.322537112,3705,49,10763.152543358,,49
Beltrami,"Beltrami, Minnesota, US",US,5/1/2021,47.97373527,-94.93732139,Minnesota,covid_3.csv,,1.518324607,3820,58,8095.278460626,,58
Benton,"Benton, Minnesota, US",US,5/1/2021,45.69804958,-93.99514135,Minnesota,covid_3.csv,,1.755338400,5526,97,13514.637188486,,97
Big Stone,"Big Stone, Minnesota, US",US,5/1/2021,45.42712824,-96.41403739,Minnesota,covid_3.csv,,0.680272109,588,4,11781.206171108,,4
Blue Earth,"Blue Earth, Minnesota, US",US,5/1/2021,44.03554215,-94.06699781,Minnesota,covid_3.csv,,0.564194303,7267,41,10741.578348336,,41
Brown,"Brown, Minnesota, US",US,5/1/2021,44.24205652,-94.72562874,Minnesota,covid_3.csv,,1.293532338,3015,39,12056.142034549,,39
Carlton,"Carlton, Minnesota, US",US,5/1/2021,46.59180601,-92.67601019,Minnesota,covid_3.csv,,1.544860368,3366,52,9383.624655014,,52
Carver,"Carver, Minnesota, US",US,5/1/2021,44.82017001,-93.8009918,Minnesota,covid_3.csv,,0.440917108,10206,45,9711.768120355,,45
Cass,"Cass, Minnesota, US",US,5/1/2021,46.95043611,-94.32603968,Minnesota,covid_3.csv,,1.031321620,2618,27,8791.430202492,,27
Chippewa,"Chippewa, Minnesota, US",US,5/1/2021,45.02343421,-95.56403693,Minnesota,covid_3.csv,,2.519893899,1508,38,12779.661016949,,38
Chisago,"Chisago, Minnesota, US",US,5/1/2021,45.5021011,-92.90861945,Minnesota,covid_3.csv,,0.889897051,5731,51,10129.199879814,,51
Clay,"Clay, Minnesota, US",US,5/1/2021,46.89289518,-96.48761922,Minnesota,covid_3.csv,,1.133109202,8031,91,12505.060571144,,91
Clearwater,"Clearwater, Minnesota, US",US,5/1/2021,47.57992111,-95.37790562,Minnesota,covid_3.csv,,1.800720288,833,15,9446.586527557,,15
Cook,"Cook, Minnesota, US",US,5/1/2021,47.90504893,-90.52629546,Minnesota,covid_3.csv,,0,155,0,2837.268899872,,0
Cottonwood,"Cottonwood, Minnesota, US",US,5/1/2021,44.00715262,-95.18138802,Minnesota,covid_3.csv,,1.305970149,1608,21,14362.272240086,,21
Crow Wing,"Crow Wing, Minnesota, US",US,5/1/2021,46.48096553,-94.06755609,Minnesota,covid_3.csv,,1.350093110,6444,87,9905.464606871,,87
Dakota,"Dakota, Minnesota, US",US,5/1/2021,44.67172617,-93.06299363,Minnesota,covid_3.csv,,0.984478136,44389,437,10346.579771153,,437
Dodge,"Dodge, Minnesota, US",US,5/1/2021,44.02238415,-92.86244324,Minnesota,covid_3.csv,,0.168161435,1784,3,8522.021591669,,3
Douglas,"Douglas, Minnesota, US",US,5/1/2021,45.93348491,-95.45335469,Minnesota,covid_3.csv,,1.628879595,4543,74,11911.066830969,,74
Faribault,"Faribault, Minnesota, US",US,5/1/2021,43.67381499,-93.94787458,Minnesota,covid_3.csv,,1.280323450,1484,19,10869.405991357,,19
Fillmore,"Fillmore, Minnesota, US",US,5/1/2021,43.67394126,-92.08980382,Minnesota,covid_3.csv,,0.587467363,1532,9,7272.036834860,,9
Freeborn,"Freeborn, Minnesota, US",US,5/1/2021,43.67385583,-93.34884422,Minnesota,covid_3.csv,,0.861812779,3365,29,11112.578844820,,29
Goodhue,"Goodhue, Minnesota, US",US,5/1/2021,44.40849741,-92.7234195,Minnesota,covid_3.csv,,1.554404145,4632,72,9995.684074234,,72
Grant,"Grant, Minnesota, US",US,5/1/2021,45.93424769,-96.01139609,Minnesota,covid_3.csv,,1.428571429,560,8,9377.093101139,,8
Hennepin,"Hennepin, Minnesota, US",US,5/1/2021,45.00761521,-93.47694895,Minnesota,covid_3.csv,,1.426062228,119560,1705,9445.089161926,,1705
Houston,"Houston, Minnesota, US",US,5/1/2021,43.67129565,-91.49143057,Minnesota,covid_3.csv,,0.903070439,1661,15,8930.107526882,,15
Hubbard,"Hubbard, Minnesota, US",US,5/1/2021,47.10778564,-94.91693868,Minnesota,covid_3.csv,,2.281580412,1797,41,8361.639756177,,41
Isanti,"Isanti, Minnesota, US",US,5/1/2021,45.56181234,-93.29487636,Minnesota,covid_3.csv,,1.520817751,4011,61,9880.283771800,,61
Itasca,"Itasca, Minnesota, US",US,5/1/2021,47.51009045,-93.63092229,Minnesota,covid_3.csv,,1.312856081,4037,53,8945.269222247,,53
Jackson,"Jackson, Minnesota, US",US,5/1/2021,43.67423373,-95.15398258,Minnesota,covid_3.csv,,0.912863071,1205,11,12238.472476132,,11
Kanabec,"Kanabec, Minnesota, US",US,5/1/2021,45.9459309,-93.29275192,Minnesota,covid_3.csv,,1.704545455,1408,24,8618.473403930,,24
Kandiyohi,"Kandiyohi, Minnesota, US",US,5/1/2021,45.1526059,-95.00586446,Minnesota,covid_3.csv,,1.259328358,6432,81,14889.233547073,,81
Kittson,"Kittson, Minnesota, US",US,5/1/2021,48.77754106,-96.78317184,Minnesota,covid_3.csv,,4.592901879,479,22,11144.718473709,,22
Koochiching,"Koochiching, Minnesota, US",US,5/1/2021,48.24539665,-93.78352843,Minnesota,covid_3.csv,,1.752190238,799,14,6533.649521629,,14
Lac qui Parle,"Lac qui Parle, Minnesota, US",US,5/1/2021,44.9973857,-96.17488219,Minnesota,covid_3.csv,,2.941176471,748,22,11293.975539786,,22
Lake,"Lake, Minnesota, US",US,5/1/2021,47.64270764,-91.44557998,Minnesota,covid_3.csv,,2.375,800,19,7518.090405037,,19
Lake of the Woods,"Lake of the Woods, Minnesota, US",US,5/1/2021,48.77217001,-94.90274472,Minnesota,covid_3.csv,,0.952380952,315,3,8422.459893048,,3
Le Sueur,"Le Sueur, Minnesota, US",US,5/1/2021,44.37136597,-93.72844721,Minnesota,covid_3.csv,,0.780141844,2820,22,9762.176757711,,22
Lincoln,"Lincoln, Minnesota, US",US,5/1/2021,44.41311883,-96.26688165,Minnesota,covid_3.csv,,0.525394046,571,3,10125.908849087,,3
Lyon,"Lyon, Minnesota, US",US,5/1/2021,44.41327865,-95.83806103,Minnesota,covid_3.csv,,1.412030500,3541,50,13900.447515113,,50
Mahnomen,"Mahnomen, Minnesota, US",US,5/1/2021,47.32557075,-95.80921485,Minnesota,covid_3.csv,,1.500938086,533,8,9643.567939208,,8
Marshall,"Marshall, Minnesota, US",US,5/1/2021,48.35825983,-96.37017407,Minnesota,covid_3.csv,,1.949541284,872,17,9340.188517566,,17
Martin,"Martin, Minnesota, US",US,5/1/2021,43.67429718,-94.55099908,Minnesota,covid_3.csv,,1.375332742,2254,31,11451.506376061,,31
McLeod,"McLeod, Minnesota, US",US,5/1/2021,44.82367677,-94.27287017,Minnesota,covid_3.csv,,1.408792810,4117,58,11470.203103669,,58
Meeker,"Meeker, Minnesota, US",US,5/1/2021,45.12328869,-94.52839455,Minnesota,covid_3.csv,,1.537216828,2472,38,10645.077943330,,38
Mille Lacs,"Mille Lacs, Minnesota, US",US,5/1/2021,45.93705297,-93.63236823,Minnesota,covid_3.csv,,1.768106086,2941,52,11192.297446436,,52
Morrison,"Morrison, Minnesota, US",US,5/1/2021,46.01265363,-94.27341528,Minnesota,covid_3.csv,,1.472031403,4076,60,12208.710237824,,60
Mower,"Mower, Minnesota, US",US,5/1/2021,43.67142874,-92.75234549,Minnesota,covid_3.csv,,0.699912511,4572,32,11412.310918077,,32
Murray,"Murray, Minnesota, US",US,5/1/2021,44.02216709,-95.76328482,Minnesota,covid_3.csv,,0.858778626,1048,9,12789.846228948,,9
Nicollet,"Nicollet, Minnesota, US",US,5/1/2021,44.35291112,-94.24710352,Minnesota,covid_3.csv,,1.353478124,3177,43,9269.417050826,,43
Nobles,"Nobles, Minnesota, US",US,5/1/2021,43.67434621,-95.75329576,Minnesota,covid_3.csv,,1.184307920,4053,48,18738.730408248,,48
Norman,"Norman, Minnesota, US",US,5/1/2021,47.32628443,-96.45620947,Minnesota,covid_3.csv,,1.685393258,534,9,8376.470588235,,9
Olmsted,"Olmsted, Minnesota, US",US,5/1/2021,44.00374114,-92.40209944,Minnesota,covid_3.csv,,0.744778870,13024,97,8227.780129254,,97
Otter Tail,"Otter Tail, Minnesota, US",US,5/1/2021,46.40846929,-95.70835255,Minnesota,covid_3.csv,,1.299857550,5616,73,9559.799816158,,73
Pennington,"Pennington, Minnesota, US",US,5/1/2021,48.06642577,-96.0370814,Minnesota,covid_3.csv,,1.241830065,1530,19,10836.461505772,,19
Pine,"Pine, Minnesota, US",US,5/1/2021,46.12105238,-92.74070188,Minnesota,covid_3.csv,,0.654817587,3207,21,10842.151526421,,21
Pipestone,"Pipestone, Minnesota, US",US,5/1/2021,44.02301619,-96.25841142,Minnesota,covid_3.csv,,2.294792586,1133,26,12415.077799693,,26
Polk,"Polk, Minnesota, US",US,5/1/2021,47.77372465,-96.40134647,Minnesota,covid_3.csv,,1.778131635,3768,67,12013.773753348,,67
Pope,"Pope, Minnesota, US",US,5/1/2021,45.58606667,-95.44451209,Minnesota,covid_3.csv,,0.565504241,1061,6,9431.949506623,,6
Ramsey,"Ramsey, Minnesota, US",US,5/1/2021,45.01625271,-93.09872295,Minnesota,covid_3.csv,,1.737327374,49674,863,9026.368246896,,863
Red Lake,"Red Lake, Minnesota, US",US,5/1/2021,47.87197525,-96.09561104,Minnesota,covid_3.csv,,1.785714286,392,7,9667.077681874,,7
Redwood,"Redwood, Minnesota, US",US,5/1/2021,44.40555844,-95.25207021,Minnesota,covid_3.csv,,2.121390689,1697,36,11186.552406065,,36
Renville,"Renville, Minnesota, US",US,5/1/2021,44.72836381,-94.94553734,Minnesota,covid_3.csv,,2.436260623,1765,43,12132.251855925,,43
Rice,"Rice, Minnesota, US",US,5/1/2021,44.3543376,-93.29658715,Minnesota,covid_3.csv,,1.321809863,7868,104,11748.193274801,,104
Rock,"Rock, Minnesota, US",US,5/1/2021,43.67482683,-96.25296832,Minnesota,covid_3.csv,,1.507936508,1260,19,13526.570048309,,19
Roseau,"Roseau, Minnesota, US",US,5/1/2021,48.77501878,-95.81079919,Minnesota,covid_3.csv,,0.931829328,2039,19,13445.433564128,,19
Scott,"Scott, Minnesota, US",US,5/1/2021,44.6490231,-93.53340251,Minnesota,covid_3.csv,,0.734284520,16751,123,11241.301094535,,123
Sherburne,"Sherburne, Minnesota, US",US,5/1/2021,45.44447208,-93.77617511,Minnesota,covid_3.csv,,0.720768820,11238,81,11557.210144182,,81
Sibley,"Sibley, Minnesota, US",US,5/1/2021,44.5796592,-94.23164924,Minnesota,covid_3.csv,,0.717875090,1393,10,9371.005718130,,10
St. Louis,"St. Louis, Minnesota, US",US,5/1/2021,47.6048407,-92.46879855,Minnesota,covid_3.csv,,1.744757063,17309,302,8694.931431155,,302
Stearns,"Stearns, Minnesota, US",US,5/1/2021,45.55192576,-94.61078221,Minnesota,covid_3.csv,,1.012798085,21722,220,13485.643333851,,220
Steele,"Steele, Minnesota, US",US,5/1/2021,44.02240351,-93.22627088,Minnesota,covid_3.csv,,0.397983550,3769,15,10284.045949412,,15
Stevens,"Stevens, Minnesota, US",US,5/1/2021,45.58613007,-96.00163705,Minnesota,covid_3.csv,,1.148105626,871,10,8883.222845487,,10
Swift,"Swift, Minnesota, US",US,5/1/2021,45.2829032,-95.68264092,Minnesota,covid_3.csv,,1.744186047,1032,18,11137.491905893,,18
Todd,"Todd, Minnesota, US",US,5/1/2021,46.06996226,-94.89785296,Minnesota,covid_3.csv,,1.129737609,2744,31,11125.527084009,,31
Traverse,"Traverse, Minnesota, US",US,5/1/2021,45.77298854,-96.47062949,Minnesota,covid_3.csv,,1.369863014,365,5,11199.754525928,,5
Unassigned,"Unassigned, Minnesota, US",US,5/1/2021,,,Minnesota,covid_3.csv,,18.093385214,514,93,,,93
Wabasha,"Wabasha, Minnesota, US",US,5/1/2021,44.28424356,-92.23121312,Minnesota,covid_3.csv,,0.148662042,2018,3,9330.928931428,,3
Wadena,"Wadena, Minnesota, US",US,5/1/2021,46.58589171,-94.96968506,Minnesota,covid_3.csv,,1.399067288,1501,21,10970.618330653,,21
Waseca,"Waseca, Minnesota, US",US,5/1/2021,44.02211116,-93.58720034,Minnesota,covid_3.csv,,0.895904437,2344,21,12594.025359983,,21
Washington,"Washington, Minnesota, US",US,5/1/2021,45.03864533,-92.88429635,Minnesota,covid_3.csv,,1.066574256,25971,277,9895.976223137,,277
Watonwan,"Watonwan, Minnesota, US",US,5/1/2021,43.97823903,-94.61413846,Minnesota,covid_3.csv,,0.702576112,1281,9,11755.529044691,,9
Wilkin,"Wilkin, Minnesota, US",US,5/1/2021,46.35721532,-96.4684375,Minnesota,covid_3.csv,,1.507537688,796,12,12824.230707266,,12
Winona,"Winona, Minnesota, US",US,5/1/2021,43.98772283,-91.78081305,Minnesota,covid_3.csv,,1.122082585,4456,50,8826.558909754,,50
Wright,"Wright, Minnesota, US",US,5/1/2021,45.17297924,-93.96234781,Minnesota,covid_3.csv,,0.871305021,15494,135,11196.947469594,,135
Yellow Medicine,"Yellow Medicine, Minnesota, US",US,5/1/2021,44.71710183,-95.86842453,Minnesota,covid_3.csv,,1.766784452,1132,20,11659.285199300,,20
Adams,"Adams, Mississippi, US",US,5/1/2021,31.47669768,-91.35326037,Mississippi,covid_3.csv,,3.194390339,2567,82,8363.470498159,,82
Alcorn,"Alcorn, Mississippi, US",US,5/1/2021,34.88084463,-88.57996173,Mississippi,covid_3.csv,,2.195673232,3097,68,8380.916299083,,68
Amite,"Amite, Mississippi, US",US,5/1/2021,31.17467303,-90.80501621,Mississippi,covid_3.csv,,3.341483293,1227,41,9978.043425226,,41
Attala,"Attala, Mississippi, US",US,5/1/2021,33.08658803,-89.57838564,Mississippi,covid_3.csv,,3.408029879,2142,73,11786.068009244,,73
Benton,"Benton, Mississippi, US",US,5/1/2021,34.81681228,-89.18945516,Mississippi,covid_3.csv,,2.540650407,984,25,11914.275335997,,25
Bolivar,"Bolivar, Mississippi, US",US,5/1/2021,33.79696941,-90.87372121,Mississippi,covid_3.csv,,2.733152514,4793,131,15649.079273867,,131
Calhoun,"Calhoun, Mississippi, US",US,5/1/2021,33.93683395,-89.33686647,Mississippi,covid_3.csv,,1.899109792,1685,32,11733.166214052,,32
Carroll,"Carroll, Mississippi, US",US,5/1/2021,33.44834567,-89.91994479,Mississippi,covid_3.csv,,2.222222222,1215,27,12214.738111994,,27
