Admin2,Combined Key,Country Region,Last Update,Lat,Long,Province State,Table Name,Active,Case Fatality Ratio,Confirmed,Deaths,Incident Rate,Recovered,Selector
,"Calabria, Italy",Italy,3/1/2021,38.90597598,16.59440194,Calabria,covid_1.csv,6264,1.803062302,37880,683,1945.426373469,30933,683
,"Campania, Italy",Italy,3/1/2021,40.83956555,14.25084984,Campania,covid_1.csv,77023,1.598541210,267619,4278,4612.775031836,186318,4278
,"Emilia-Romagna, Italy",Italy,3/1/2021,44.49436681,11.3417208,Emilia-Romagna,covid_1.csv,42678,4.045632804,260602,10543,5843.779438710,207381,10543
,"Friuli Venezia Giulia, Italy",Italy,3/1/2021,45.6494354,13.76813649,Friuli Venezia Giulia,covid_1.csv,10082,3.698640837,76812,2841,6320.830796070,63889,2841
,"Lazio, Italy",Italy,3/1/2021,41.89277044,12.48366722,Lazio,covid_1.csv,35801,2.511655310,234228,5883,3984.091393860,192544,5883
,"Liguria, Italy",Italy,3/1/2021,44.41149315,8.9326992,Liguria,covid_1.csv,5383,4.655159147,77978,3630,5028.762317495,68965,3630
,"Lombardia, Italy",Italy,3/1/2021,45.46679409,9.190347404,Lombardia,covid_1.csv,66341,4.702685046,603081,28361,5994.498922228,508379,28361
,"Marche, Italy",Italy,3/1/2021,43.61675973,13.5188753,Marche,covid_1.csv,10230,3.318743829,67857,2252,4448.848761958,55375,2252
,"Molise, Italy",Italy,3/1/2021,41.55774754,14.65916051,Molise,covid_1.csv,1776,3.283135347,10691,351,3498.169277233,8564,351
,"P.A. Bolzano, Italy",Italy,3/1/2021,46.49933453,11.35662422,P.A. Bolzano,covid_1.csv,6702,1.916214408,53804,1031,10107.492138158,46071,1031
,"P.A. Trento, Italy",Italy,3/1/2021,46.06893511,11.12123097,P.A. Trento,covid_1.csv,3933,3.541018263,34058,1206,6290.518601155,28919,1206
,"Piemonte, Italy",Italy,3/1/2021,45.0732745,7.680687483,Piemonte,covid_1.csv,16077,3.791060720,247134,9369,5672.887237783,221688,9369
,"Puglia, Italy",Italy,3/1/2021,41.12559576,16.86736689,Puglia,covid_1.csv,33081,2.667800068,147050,3923,3649.741018547,110046,3923
,"Sardegna, Italy",Italy,3/1/2021,39.21531192,9.110616306,Sardegna,covid_1.csv,12855,2.811293729,41191,1158,2512.272877809,27178,1158
,"Sicilia, Italy",Italy,3/1/2021,38.11569725,13.3623567,Sicilia,covid_1.csv,25982,2.712411017,152558,4138,3051.226516738,122438,4138
,"Toscana, Italy",Italy,3/1/2021,43.76923077,11.25588885,Toscana,covid_1.csv,18049,2.987806829,156235,4668,4189.009076209,133518,4668
,"Umbria, Italy",Italy,3/1/2021,43.10675841,12.38824698,Umbria,covid_1.csv,8141,2.349886982,44683,1050,5066.013616548,35492,1050
,"Valle d'Aosta, Italy",Italy,3/1/2021,45.73750286,7.320149366,Valle d'Aosta,covid_1.csv,174,5.152719146,8054,415,6409.052567918,7465,415
,"Veneto, Italy",Italy,3/1/2021,45.43490485,12.33845213,Veneto,covid_1.csv,24519,2.951322805,333647,9847,6800.997339097,299281,9847
,Jamaica,Jamaica,3/1/2021,18.1096,-77.2975,,covid_1.csv,9431,1.814039462,23263,422,785.604024908,13410,422
,"Aichi, Japan",Japan,3/1/2021,35.035551,137.211621,Aichi,covid_1.csv,773,1.989261849,25889,515,342.799003051,24601,515
,"Akita, Japan",Japan,3/1/2021,39.748679,140.408228,Akita,covid_1.csv,3,2.230483271,269,6,27.832672868,260,6
,"Aomori, Japan",Japan,3/1/2021,40.781541,140.828896,Aomori,covid_1.csv,27,2.450980392,816,20,65.470072715,769,20
,"Chiba, Japan",Japan,3/1/2021,35.510141,140.198917,Chiba,covid_1.csv,1982,1.715454236,26407,453,421.878709432,23972,453
,"Ehime, Japan",Japan,3/1/2021,33.624835,132.856842,Ehime,covid_1.csv,42,2.163687676,1063,23,79.374857659,998,23
,"Fukui, Japan",Japan,3/1/2021,35.846614,136.224654,Fukui,covid_1.csv,5,4.587155963,545,25,70.969363372,515,25
,"Fukuoka, Japan",Japan,3/1/2021,33.526032,130.666949,Fukuoka,covid_1.csv,828,1.604692342,18072,290,354.097504957,16954,290
,"Fukushima, Japan",Japan,3/1/2021,37.378867,140.223295,Fukushima,covid_1.csv,144,3.667855323,1963,72,106.365743187,1747,72
,"Gifu, Japan",Japan,3/1/2021,35.778671,137.055925,Gifu,covid_1.csv,55,2.274696707,4616,105,232.358311013,4456,105
,"Gunma, Japan",Japan,3/1/2021,36.504479,138.985605,Gunma,covid_1.csv,191,1.865423051,4503,84,231.819922819,4228,84
,"Hiroshima, Japan",Japan,3/1/2021,34.605309,132.788719,Hiroshima,covid_1.csv,56,1.989258007,5027,100,179.268284420,4871,100
,"Hokkaido, Japan",Japan,3/1/2021,43.385711,142.552318,Hokkaido,covid_1.csv,595,3.547102588,19086,677,363.539464108,17814,677
,"Hyogo, Japan",Japan,3/1/2021,35.039913,134.828057,Hyogo,covid_1.csv,561,2.934161628,18029,529,329.827539840,16939,529
,"Ibaraki, Japan",Japan,3/1/2021,36.303588,140.319591,Ibaraki,covid_1.csv,361,1.909722222,5760,110,201.376985058,5289,110
,"Ishikawa, Japan",Japan,3/1/2021,36.769464,136.771027,Ishikawa,covid_1.csv,128,3.398058252,1854,63,162.967664016,1663,63
,"Iwate, Japan",Japan,3/1/2021,39.593287,141.361777,Iwate,covid_1.csv,14,5.415162455,554,30,45.157546038,510,30
,"Kagawa, Japan",Japan,3/1/2021,34.217292,133.969047,Kagawa,covid_1.csv,27,2.4,750,18,78.423417442,705,18
,"Kagoshima, Japan",Japan,3/1/2021,31.009484,130.430665,Kagoshima,covid_1.csv,10,1.590005679,1761,28,109.906364271,1723,28
,"Kanagawa, Japan",Japan,3/1/2021,35.415312,139.338983,Kanagawa,covid_1.csv,1220,1.517140124,44953,682,488.711570483,43051,682
,"Kochi, Japan",Japan,3/1/2021,33.422519,133.367307,Kochi,covid_1.csv,1,1.923076923,884,17,126.642302827,866,17
,"Kumamoto, Japan",Japan,3/1/2021,32.608154,130.745231,Kumamoto,covid_1.csv,44,2.119013062,3445,73,197.131211564,3328,73
,"Kyoto, Japan",Japan,3/1/2021,35.253815,135.443341,Kyoto,covid_1.csv,332,1.699029126,9064,154,350.915636613,8578,154
,"Mie, Japan",Japan,3/1/2021,34.508018,136.376013,Mie,covid_1.csv,66,2.097348635,2527,53,141.895981879,2408,53
,"Miyagi, Japan",Japan,3/1/2021,38.446859,140.927086,Miyagi,covid_1.csv,159,0.682314410,3664,25,158.864707017,3480,25
,"Miyazaki, Japan",Japan,3/1/2021,32.193204,131.299374,Miyazaki,covid_1.csv,31,1.027221366,1947,20,181.402980152,1896,20
,"Nagano, Japan",Japan,3/1/2021,36.132134,138.045528,Nagano,covid_1.csv,-14,1.692047377,2364,40,115.385178569,2338,40
,"Nagasaki, Japan",Japan,3/1/2021,33.235712,129.608033,Nagasaki,covid_1.csv,37,2.233250620,1612,36,121.520605733,1539,36
,"Nara, Japan",Japan,3/1/2021,34.317451,135.871644,Nara,covid_1.csv,15,1.456752656,3295,48,247.721451324,3232,48
,"Niigata, Japan",Japan,3/1/2021,37.521819,138.918647,Niigata,covid_1.csv,96,1.295097132,1081,14,48.625661574,971,14
,"Oita, Japan",Japan,3/1/2021,33.200697,131.43324,Oita,covid_1.csv,35,1.624129930,1293,21,113.877160628,1237,21
,"Okayama, Japan",Japan,3/1/2021,34.89246,133.826252,Okayama,covid_1.csv,63,1.288244767,2484,32,131.457366852,2389,32
,"Okinawa, Japan",Japan,3/1/2021,25.768923,126.668016,Okinawa,covid_1.csv,299,1.459676438,8221,120,565.729495833,7802,120
,"Osaka, Japan",Japan,3/1/2021,34.620965,135.507481,Osaka,covid_1.csv,1481,2.372154264,47088,1117,534.522189629,44490,1117
,"Port Quarantine, Japan",Japan,3/1/2021,,,Port Quarantine,covid_1.csv,53,0.089485459,2235,2,,2180,2
,"Saga, Japan",Japan,3/1/2021,33.286977,130.115738,Saga,covid_1.csv,52,0.842696629,1068,9,131.089429258,1007,9
,"Saitama, Japan",Japan,3/1/2021,35.997101,139.347635,Saitama,covid_1.csv,1655,1.922488006,29389,565,399.867042066,27169,565
,"Shiga, Japan",Japan,3/1/2021,35.215827,136.138064,Shiga,covid_1.csv,149,1.864612890,2467,46,174.476623174,2272,46
,"Shimane, Japan",Japan,3/1/2021,35.07076,132.554064,Shimane,covid_1.csv,12,0,290,0,43.004629671,278,0
,"Shizuoka, Japan",Japan,3/1/2021,34.916975,138.407784,Shizuoka,covid_1.csv,225,1.789535110,5141,92,141.099505754,4824,92
,"Tochigi, Japan",Japan,3/1/2021,36.689912,139.819213,Tochigi,covid_1.csv,155,1.633747866,4101,67,212.048666229,3879,67
,"Tokushima, Japan",Japan,3/1/2021,33.919178,134.242091,Tokushima,covid_1.csv,28,3.547671840,451,16,61.952506741,407,16
,"Tokyo, Japan",Japan,3/1/2021,35.711343,139.446921,Tokyo,covid_1.csv,2898,1.237985321,110906,1373,796.700559449,106635,1373
,"Tottori, Japan",Japan,3/1/2021,35.359069,133.863619,Tottori,covid_1.csv,7,0.947867299,211,2,37.979832889,202,2
,"Toyama, Japan",Japan,3/1/2021,36.637464,137.269346,Toyama,covid_1.csv,20,3.083700441,908,28,87.014687083,860,28
,"Unknown, Japan",Japan,3/1/2021,,,Unknown,covid_1.csv,0,0,8,0,,8,0
,"Wakayama, Japan",Japan,3/1/2021,33.911879,135.505446,Wakayama,covid_1.csv,36,1.547721410,1163,18,125.738837300,1109,18
,"Yamagata, Japan",Japan,3/1/2021,38.448396,140.102154,Yamagata,covid_1.csv,15,2.762430939,543,15,50.386668968,513,15
,"Yamaguchi, Japan",Japan,3/1/2021,34.20119,131.573293,Yamaguchi,covid_1.csv,57,2.749638205,1382,38,101.742131549,1287,38
,"Yamanashi, Japan",Japan,3/1/2021,35.612364,138.611489,Yamanashi,covid_1.csv,9,1.912858661,941,18,116.035888507,914,18
,Jordan,Jordan,3/1/2021,31.24,36.51,,covid_1.csv,37790,1.202025109,391090,4701,3833.035712536,348599,4701
,Kazakhstan,Kazakhstan,3/1/2021,48.0196,66.9237,,covid_1.csv,20571,1.203585635,262715,3389,1399.153749377,238982,3389
,Kenya,Kenya,3/1/2021,-0.0236,37.9062,,covid_1.csv,17439,1.751389505,105973,1856,197.080970704,86678,1856
,"Korea, South","Korea, South",3/1/2021,35.907757,127.766922,,covid_1.csv,7356,1.782719286,90031,1605,175.604514704,81070,1605
,Kosovo,Kosovo,3/1/2021,42.602636,20.902977,,covid_1.csv,7419,2.325751267,68451,1592,3781.058636762,59440,1592
,Kuwait,Kuwait,3/1/2021,29.31166,47.481766,,covid_1.csv,10560,0.567455410,190852,1083,4469.012633697,179209,1083
,Kyrgyzstan,Kyrgyzstan,3/1/2021,41.20438,74.766098,,covid_1.csv,1575,1.699690438,86251,1466,1322.018316141,83210,1466
,Laos,Laos,3/1/2021,19.85627,102.495496,,covid_1.csv,3,0,45,0,0.618509431,42,0
,Latvia,Latvia,3/1/2021,56.8796,24.6032,,covid_1.csv,9313,1.877335066,86186,1618,4569.287912959,75255,1618
,Lebanon,Lebanon,3/1/2021,33.8547,35.8623,,covid_1.csv,78768,1.251033196,375050,4692,5494.882236198,291590,4692
,Lesotho,Lesotho,3/1/2021,-29.61,28.2336,,covid_1.csv,6454,2.783338099,10491,292,489.718296447,3745,292
,Liberia,Liberia,3/1/2021,6.428055,-9.429499,,covid_1.csv,45,4.220456802,2014,85,39.820652841,1884,85
,Libya,Libya,3/1/2021,26.3351,17.228331,,covid_1.csv,10919,1.634192803,133338,2179,1940.509834621,120240,2179
,Liechtenstein,Liechtenstein,3/1/2021,47.14,9.55,,covid_1.csv,29,2.103622906,2567,54,6730.996145476,2484,54
,Lithuania,Lithuania,3/1/2021,55.1694,23.8813,,covid_1.csv,11116,1.628963820,199145,3244,7315.345787794,184785,3244
,Luxembourg,Luxembourg,3/1/2021,49.8153,6.1296,,covid_1.csv,2986,1.155870078,55110,637,8803.851904865,51487,637
,MS Zaandam,MS Zaandam,3/1/2021,,,,covid_1.csv,0,22.222222222,9,2,,7,2
,Madagascar,Madagascar,3/1/2021,-18.766947,46.869107,,covid_1.csv,238,1.497655186,19831,297,71.615277141,19296,297
,Malawi,Malawi,3/1/2021,-13.2543,34.3015,,covid_1.csv,12027,3.268117076,31945,1044,166.989415291,18874,1044
,Malaysia,Malaysia,3/1/2021,4.210484,101.975766,,covid_1.csv,26205,0.375724850,300752,1130,929.222080530,273417,1130
,Maldives,Maldives,3/1/2021,3.2028,73.2207,,covid_1.csv,2482,0.313242055,19793,62,3661.695113423,17249,62
,Mali,Mali,3/1/2021,17.570692,-3.996166,,covid_1.csv,1621,4.214422159,8376,353,41.361259492,6402,353
,Malta,Malta,3/1/2021,35.9375,14.3754,,covid_1.csv,2720,1.401120897,22482,315,5091.735950845,19447,315
,Marshall Islands,Marshall Islands,3/1/2021,7.1315,171.1845,,covid_1.csv,0,0,4,0,6.847790732,4,0
,Mauritania,Mauritania,3/1/2021,21.0079,-10.9408,,covid_1.csv,203,2.562910443,17207,441,370.070069640,16563,441
,Mauritius,Mauritius,3/1/2021,-20.348404,57.552152,,covid_1.csv,29,1.639344262,610,10,47.964760841,571,10
,"Aguascalientes, Mexico",Mexico,3/1/2021,21.8853,-102.2916,Aguascalientes,covid_1.csv,21090,8.649889548,23087,1997,1609.259498060,0,1997
,"Baja California, Mexico",Mexico,3/1/2021,30.8406,-115.2838,Baja California,covid_1.csv,37490,16.404664749,44847,7357,1233.799961924,0,7357
,"Baja California Sur, Mexico",Mexico,3/1/2021,26.0444,-111.6661,Baja California Sur,covid_1.csv,25190,4.536324705,26387,1197,3279.077628158,0,1197
,"Campeche, Mexico",Mexico,3/1/2021,19.8301,-90.5349,Campeche,covid_1.csv,7420,12.510317180,8481,1061,847.577044963,0,1061
,"Chiapas, Mexico",Mexico,3/1/2021,16.7569,-93.1292,Chiapas,covid_1.csv,8565,14.307153577,9995,1430,174.421638265,0,1430
,"Chihuahua, Mexico",Mexico,3/1/2021,28.633,-106.0691,Chihuahua,covid_1.csv,37917,12.145786510,43159,5242,1135.318889687,0,5242
,"Ciudad de Mexico, Mexico",Mexico,3/1/2021,19.4326,-99.1332,Ciudad de Mexico,covid_1.csv,528816,4.912296475,556135,27319,6166.502839395,0,27319
,"Coahuila, Mexico",Mexico,3/1/2021,27.0587,-101.7068,Coahuila,covid_1.csv,59123,8.753761864,64795,5672,2013.067306258,0,5672
,"Colima, Mexico",Mexico,3/1/2021,19.1223,-104.0072,Colima,covid_1.csv,9317,10.361747162,10394,1077,1323.818415010,0,1077
,"Durango, Mexico",Mexico,3/1/2021,24.5593,-104.6588,Durango,covid_1.csv,28819,6.761784593,30909,2090,1653.775610007,0,2090
,"Guanajuato, Mexico",Mexico,3/1/2021,21.019,-101.2574,Guanajuato,covid_1.csv,110308,7.586102896,119363,9055,1916.500419465,0,9055
,"Guerrero, Mexico",Mexico,3/1/2021,17.4392,-99.5451,Guerrero,covid_1.csv,31677,10.306651188,35317,3640,965.724267223,0,3640
,"Hidalgo, Mexico",Mexico,3/1/2021,20.0911,-98.7624,Hidalgo,covid_1.csv,29046,15.818455831,34504,5458,1117.931683825,0,5458
,"Jalisco, Mexico",Mexico,3/1/2021,20.6595,-103.3494,Jalisco,covid_1.csv,67622,13.412807150,78097,10475,928.654589412,0,10475
,"Mexico, Mexico",Mexico,3/1/2021,19.4969,-99.7233,Mexico,covid_1.csv,188216,13.230528087,216915,28699,1244.650067507,0,28699
,"Michoacan, Mexico",Mexico,3/1/2021,19.5665,-101.7068,Michoacan,covid_1.csv,38703,10.376528344,43184,4481,894.930804714,0,4481
,"Morelos, Mexico",Mexico,3/1/2021,18.6813,-99.1013,Morelos,covid_1.csv,23972,8.796225841,26284,2312,1285.873492827,0,2312
,"Nayarit, Mexico",Mexico,3/1/2021,21.7514,-104.8455,Nayarit,covid_1.csv,9232,14.943799521,10854,1622,842.328439799,0,1622
,"Nuevo Leon, Mexico",Mexico,3/1/2021,25.5922,-99.9962,Nuevo Leon,covid_1.csv,106964,7.149305556,115200,8236,2053.419933467,0,8236
,"Oaxaca, Mexico",Mexico,3/1/2021,17.0732,-96.7266,Oaxaca,covid_1.csv,37514,7.198693845,40424,2910,975.578441222,0,2910
,"Puebla, Mexico",Mexico,3/1/2021,19.0414,-98.2063,Puebla,covid_1.csv,62136,12.442578136,70966,8830,1074.517775967,0,8830
,"Queretaro, Mexico",Mexico,3/1/2021,20.5888,-100.3899,Queretaro,covid_1.csv,53428,5.986274855,56830,3402,2492.940762060,0,3402
,"Quintana Roo, Mexico",Mexico,3/1/2021,19.1817,-88.4791,Quintana Roo,covid_1.csv,17791,11.886484077,20191,2400,1171.675296633,0,2400
,"San Luis Potosi, Mexico",Mexico,3/1/2021,22.1565,-100.9855,San Luis Potosi,covid_1.csv,52750,7.948695576,57305,4555,1999.377560498,0,4555
,"Sinaloa, Mexico",Mexico,3/1/2021,25.1721,-107.4795,Sinaloa,covid_1.csv,28733,15.349261998,33943,5210,1075.277333041,0,5210
,"Sonora, Mexico",Mexico,3/1/2021,29.2972,-110.3309,Sonora,covid_1.csv,61673,8.880976302,67684,6011,2201.288236911,0,6011
,"Tabasco, Mexico",Mexico,3/1/2021,17.8409,-92.6189,Tabasco,covid_1.csv,53736,6.471263968,57454,3718,2233.576579907,0,3718
,"Tamaulipas, Mexico",Mexico,3/1/2021,24.2669,-98.8363,Tamaulipas,covid_1.csv,47276,8.479169893,51656,4380,1414.999498713,0,4380
,"Tlaxcala, Mexico",Mexico,3/1/2021,19.3139,-98.2404,Tlaxcala,covid_1.csv,15054,12.425828970,17190,2136,1245.642244881,0,2136
,"Unknown, Mexico",Mexico,3/1/2021,,,Unknown,covid_1.csv,-1633900,,0,0,,1633900,0
,"Veracruz, Mexico",Mexico,3/1/2021,19.1738,-96.1342,Veracruz,covid_1.csv,46982,14.795067102,55140,8158,645.677880977,0,8158
,"Yucatan, Mexico",Mexico,3/1/2021,20.7099,-89.0943,Yucatan,covid_1.csv,29688,9.454678541,32788,3100,1451.375726064,0,3100
,"Zacatecas, Mexico",Mexico,3/1/2021,22.7709,-102.5832,Zacatecas,covid_1.csv,24975,9.049526584,27460,2485,1647.837947800,0,2485
,Micronesia,Micronesia,3/1/2021,7.4256,150.5508,,covid_1.csv,0,0,1,0,0.878618811,1,0
,Moldova,Moldova,3/1/2021,47.4116,28.3699,,covid_1.csv,15326,2.129380490,185453,3949,4597.290555218,166178,3949
,Monaco,Monaco,3/1/2021,43.7333,7.4167,,covid_1.csv,222,1.226993865,1956,24,4984.201406584,1710,24
,Mongolia,Mongolia,3/1/2021,46.8625,103.8467,,covid_1.csv,651,0.067750678,2952,2,90.046890271,2299,2
,Montenegro,Montenegro,3/1/2021,42.708678,19.37439,,covid_1.csv,8605,1.322625735,75834,1003,12074.285659696,66226,1003
,Morocco,Morocco,3/1/2021,31.7917,-7.0926,,covid_1.csv,5985,1.782886113,483654,8623,1310.340526415,469046,8623
,Mozambique,Mozambique,3/1/2021,-18.665695,35.529562,,covid_1.csv,17613,1.080033698,59350,641,189.886974857,41096,641
,Namibia,Namibia,3/1/2021,-22.9576,18.4904,,covid_1.csv,2160,1.091517570,38845,424,1528.779385072,36261,424
,Nepal,Nepal,3/1/2021,28.1667,84.25,,covid_1.csv,962,1.011880661,274143,2774,940.882062304,270407,2774
,"Aruba, Netherlands",Netherlands,3/1/2021,12.5211,-69.9683,Aruba,covid_1.csv,223,0.925104549,7891,73,7390.929696720,7595,73
,"Bonaire, Sint Eustatius and Saba, Netherlands",Netherlands,1/8/2021,12.1784,-68.2385,"Bonaire, Sint Eustatius and Saba",covid_1.csv,13,1.530612245,196,3,747.492467869,180,3
,"Curacao, Netherlands",Netherlands,3/1/2021,12.1696,-68.99,Curacao,covid_1.csv,67,0.465116279,4730,22,2882.388787325,4641,22
,"Drenthe, Netherlands",Netherlands,3/1/2021,52.862485,6.618435,Drenthe,covid_1.csv,21502,1.326235602,21791,289,4413.974987948,0,289
,"Flevoland, Netherlands",Netherlands,3/1/2021,52.550383,5.515162,Flevoland,covid_1.csv,25581,0.818083127,25792,211,6097.096834436,0,211
,"Friesland, Netherlands",Netherlands,3/1/2021,53.087337,5.7925,Friesland,covid_1.csv,25958,1.487666034,26350,392,4054.114349103,0,392
,"Gelderland, Netherlands",Netherlands,3/1/2021,52.061738,5.939114,Gelderland,covid_1.csv,120138,1.484239184,121948,1810,5846.155616237,0,1810
,"Groningen, Netherlands",Netherlands,3/1/2021,53.217922,6.741514,Groningen,covid_1.csv,25965,0.768172438,26166,201,4466.208996596,0,201
,"Limburg, Netherlands",Netherlands,3/1/2021,51.209227,5.93387,Limburg,covid_1.csv,70133,1.995500342,71561,1428,6405.382737753,0,1428
,"Noord-Brabant, Netherlands",Netherlands,3/1/2021,51.561174,5.184942,Noord-Brabant,covid_1.csv,168723,1.678292338,171603,2880,6695.513577101,0,2880
,"Noord-Holland, Netherlands",Netherlands,3/1/2021,52.600906,4.918688,Noord-Holland,covid_1.csv,184309,1.209230027,186565,2256,6479.015477195,0,2256
,"Overijssel, Netherlands",Netherlands,3/1/2021,52.444558,6.441722,Overijssel,covid_1.csv,74703,1.367855398,75739,1036,6515.709657383,0,1036
,"Sint Maarten, Netherlands",Netherlands,3/1/2021,18.0425,-63.0548,Sint Maarten,covid_1.csv,30,1.312591152,2057,27,4796.884473672,2000,27
,"Unknown, Netherlands",Netherlands,3/1/2021,,,Unknown,covid_1.csv,1772,0.616937745,1783,11,,0,11
,"Utrecht, Netherlands",Netherlands,3/1/2021,52.084251,5.163824,Utrecht,covid_1.csv,85421,1.307869167,86553,1132,6388.457921782,0,1132
,"Zeeland, Netherlands",Netherlands,3/1/2021,51.47936,3.861559,Zeeland,covid_1.csv,16373,1.075463718,16551,178,4315.910797730,0,178
,"Zuid-Holland, Netherlands",Netherlands,3/1/2021,51.937835,4.462114,Zuid-Holland,covid_1.csv,252549,1.458905606,256288,3739,6910.461251070,0,3739
,New Zealand,New Zealand,3/1/2021,-40.9006,174.886,,covid_1.csv,67,1.093355761,2378,26,49.313253839,2285,26
,Nicaragua,Nicaragua,3/1/2021,12.865416,-85.207229,,covid_1.csv,2047,2.684251358,6445,173,97.289568475,4225,173
,Niger,Niger,3/1/2021,17.607789,8.081666,,covid_1.csv,318,3.628691983,4740,172,19.581407346,4250,172
,Nigeria,Nigeria,3/1/2021,9.082,8.6753,,covid_1.csv,19982,1.225129612,155657,1907,75.510484068,133768,1907
,North Macedonia,North Macedonia,3/1/2021,41.6086,21.7453,,covid_1.csv,8417,3.051942366,102787,3137,4933.665485893,91233,3137
,Norway,Norway,3/1/2021,60.472,8.4689,,covid_1.csv,52386,0.875982311,71006,622,1309.773664411,17998,622
,Oman,Oman,3/1/2021,21.512583,55.923255,,covid_1.csv,7467,1.109572002,141496,1570,2770.833635229,132459,1570
,"Azad Jammu and Kashmir, Pakistan",Pakistan,3/1/2021,34.027401,73.947253,Azad Jammu and Kashmir,covid_1.csv,714,2.938592209,10243,301,253.203294832,9228,301
,"Balochistan, Pakistan",Pakistan,3/1/2021,28.328492,65.898403,Balochistan,covid_1.csv,95,1.049923881,19049,200,154.312786810,18754,200
,"Gilgit-Baltistan, Pakistan",Pakistan,3/1/2021,35.792146,74.982138,Gilgit-Baltistan,covid_1.csv,11,2.058111380,4956,102,488.957994601,4843,102
,"Islamabad, Pakistan",Pakistan,3/1/2021,33.665087,73.121219,Islamabad,covid_1.csv,1787,1.129064972,44373,501,2211.383394167,42085,501
,"Khyber Pakhtunkhwa, Pakistan",Pakistan,3/1/2021,34.485332,72.09169,Khyber Pakhtunkhwa,covid_1.csv,2217,2.870595383,72424,2079,237.273923644,68128,2079
,"Punjab, Pakistan",Pakistan,3/1/2021,30.811346,72.139132,Punjab,covid_1.csv,5222,3.117044649,172054,5363,156.395037572,161469,5363
,"Sindh, Pakistan",Pakistan,3/1/2021,26.009446,68.776807,Sindh,covid_1.csv,12052,1.684309975,258266,4350,539.334513092,241864,4350
,Panama,Panama,3/1/2021,8.538,-80.7821,,covid_1.csv,8857,1.714503615,340915,5845,7901.120060221,326213,5845
,Papua New Guinea,Papua New Guinea,3/1/2021,-6.314993,143.95555,,covid_1.csv,417,0.941176471,1275,12,14.250543784,846,12
,Paraguay,Paraguay,3/1/2021,-23.4425,-58.4438,,covid_1.csv,22858,1.994682519,159474,3181,2235.868618849,133435,3181
,"Amazonas, Peru",Peru,3/1/2021,-5.077253,-78.050172,Amazonas,covid_1.csv,20753,1.509183238,21071,701,4936.972820993,0,701
,"Ancash, Peru",Peru,3/1/2021,-9.407125,-77.671795,Ancash,covid_1.csv,40667,4.328698803,42507,3688,3600.457394545,0,3688
,"Apurimac, Peru",Peru,3/1/2021,-14.027713,-72.975378,Apurimac,covid_1.csv,11019,2.313829787,11280,617,2618.992338054,0,617
,"Arequipa, Peru",Peru,3/1/2021,-15.843524,-72.475539,Arequipa,covid_1.csv,58210,3.316890063,60207,5375,4020.769333511,0,5375
,"Ayacucho, Peru",Peru,3/1/2021,-14.091648,-74.08344,Ayacucho,covid_1.csv,18744,2.562769663,19237,1090,2878.928464532,0,1090
,"Cajamarca, Peru",Peru,3/1/2021,-6.430284,-78.745596,Cajamarca,covid_1.csv,32093,2.387614818,32878,2023,2261.677099814,0,2023
,"Callao, Peru",Peru,3/1/2021,-11.954609,-77.136042,Callao,covid_1.csv,55093,4.239379823,57532,6768,5091.778033454,0,6768
,"Cusco, Peru",Peru,3/1/2021,-13.191068,-72.153609,Cusco,covid_1.csv,34097,2.115748981,34834,2266,2566.796846216,0,2266
,"Huancavelica, Peru",Peru,3/1/2021,-13.023888,-75.00277,Huancavelica,covid_1.csv,9344,2.310507057,9565,596,2618.395839036,0,596
,"Huanuco, Peru",Peru,3/1/2021,-9.421676,-76.040642,Huanuco,covid_1.csv,24426,2.990587394,25179,1814,3311.719058266,0,1814
,"Ica, Peru",Peru,3/1/2021,-14.235097,-75.574821,Ica,covid_1.csv,38584,5.436008039,40802,5177,4183.962264151,0,5177
,"Junin, Peru",Peru,3/1/2021,-11.541783,-74.876968,Junin,covid_1.csv,41790,3.404756952,43263,3775,3177.598237238,0,3775
,"La Libertad, Peru",Peru,3/1/2021,-7.92139,-78.370238,La Libertad,covid_1.csv,42271,6.272727273,45100,5905,2236.215787386,0,5905
,"Lambayeque, Peru",Peru,3/1/2021,-6.353049,-79.824113,Lambayeque,covid_1.csv,35920,5.607820466,38054,5425,2903.112602991,0,5425
,"Lima, Peru",Peru,3/1/2021,-11.766533,-76.604498,Lima,covid_1.csv,586558,3.321839687,606712,56367,5708.350190525,0,56367
,"Loreto, Peru",Peru,3/1/2021,-4.124847,-74.424115,Loreto,covid_1.csv,30288,3.716183997,31457,3342,3061.210587777,0,3342
,"Madre de Dios, Peru",Peru,3/1/2021,-11.972699,-70.53172,Madre de Dios,covid_1.csv,9976,1.714285714,10150,174,5840.046029919,0,174
,"Moquegua, Peru",Peru,3/1/2021,-16.860271,-70.839046,Moquegua,covid_1.csv,19422,2.269410758,19873,1099,10312.921639855,0,1099
,"Pasco, Peru",Peru,3/1/2021,-10.39655,-75.307635,Pasco,covid_1.csv,9134,2.477044630,9366,579,3444.648767929,0,579
,"Piura, Peru",Peru,3/1/2021,-5.133361,-80.335861,Piura,covid_1.csv,47355,4.846585087,49767,7449,2430.029296875,0,7449
,"Puno, Peru",Peru,3/1/2021,-14.995827,-69.922726,Puno,covid_1.csv,23163,2.541338831,23767,2199,1919.789983845,0,2199
,"San Martin, Peru",Peru,3/1/2021,-7.039531,-76.729127,San Martin,covid_1.csv,28752,2.976310994,29634,1777,3294.130724767,0,1777
